incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_latitude,incident_longitude,class_label
synthetic negative random 249,2016,12,9,3,27,40.00901,-122.21149,0
synthetic negative random 250,2023,9,26,23,16,33.1401,-115.07626,0
synthetic negative random 251,2021,9,13,12,52,38.30775,-122.16694,0
synthetic negative random 252,2016,12,19,15,8,35.31415,-120.01186,0
synthetic negative random 253,2016,1,12,16,0,34.30436,-119.23069,0
synthetic negative random 254,2023,4,6,16,29,34.80021,-117.08587,0
synthetic negative random 255,2023,1,7,6,32,35.55387,-120.26162,0
synthetic negative random 256,2020,7,5,19,51,40.06692,-122.88592,0
synthetic negative random 257,2021,12,16,2,52,37.33814,-122.10599,0
synthetic negative random 258,2017,7,5,2,24,40.92955,-123.90965,0
synthetic negative random 259,2018,5,10,15,31,39.84605,-120.60326,0
synthetic negative random 260,2017,9,5,4,43,34.31133,-119.19586,0
synthetic negative random 261,2016,5,28,15,7,41.04037,-123.82625,0
synthetic negative random 262,2018,5,6,5,28,41.83269,-123.2495,0
synthetic negative random 263,2019,8,25,2,16,36.96049,-120.15385,0
synthetic negative random 264,2021,2,11,1,38,37.26048,-119.06305,0
synthetic negative random 265,2023,3,15,10,58,36.26247,-121.271,0
synthetic negative random 266,2019,7,6,22,33,38.54448,-121.7306,0
synthetic negative random 267,2017,8,14,15,57,34.52555,-117.64423,0
synthetic negative random 268,2020,3,14,3,46,37.24742,-117.61405,0
synthetic negative random 269,2019,9,4,9,19,41.6764,-123.81573,0
synthetic negative random 270,2017,9,18,7,4,34.74435,-119.20358,0
synthetic negative random 271,2015,2,21,12,40,40.5748,-123.76551,0
synthetic negative random 272,2017,1,13,4,59,38.79653,-119.90961,0
synthetic negative random 273,2017,2,11,0,51,33.69571,-116.24591,0
synthetic negative random 274,2020,4,3,14,3,35.61742,-120.54399,0
synthetic negative random 275,2015,11,4,1,14,33.00674,-115.61312,0
synthetic negative random 276,2018,4,19,7,54,40.01937,-121.15375,0
synthetic negative random 277,2015,10,11,16,26,32.90916,-116.78928,0
synthetic negative random 278,2017,11,5,10,26,33.60562,-117.62274,0
synthetic negative random 279,2021,4,26,1,9,36.38307,-117.96447,0
synthetic negative random 280,2016,1,19,12,32,36.50216,-116.58909,0
synthetic negative random 281,2016,11,17,12,36,36.72416,-119.09285,0
synthetic negative random 282,2022,4,12,21,51,35.53364,-118.26429,0
synthetic negative random 283,2019,7,17,3,33,36.15355,-119.35852,0
synthetic negative random 284,2019,4,6,16,44,40.16926,-123.19265,0
synthetic negative random 285,2017,7,20,14,41,35.28355,-118.10186,0
synthetic negative random 286,2018,3,18,18,29,36.38283,-118.45834,0
synthetic negative random 287,2019,8,22,17,46,35.01928,-117.29364,0
synthetic negative random 288,2022,1,3,8,6,34.79458,-115.51984,0
synthetic negative random 289,2019,10,3,22,53,38.74087,-123.24198,0
synthetic negative random 290,2019,3,7,3,47,41.5535,-121.79754,0
synthetic negative random 291,2015,9,23,3,44,37.71832,-122.18035,0
synthetic negative random 292,2023,6,21,10,47,38.63238,-120.76615,0
synthetic negative random 293,2020,8,25,1,35,36.44986,-118.10055,0
synthetic negative random 294,2015,9,14,21,27,35.92601,-116.77386,0
synthetic negative random 295,2017,5,4,19,40,38.95321,-120.76891,0
synthetic negative random 296,2023,6,16,1,34,34.54854,-117.34137,0
synthetic negative random 297,2020,4,29,2,32,34.17722,-115.9416,0
synthetic negative random 298,2019,10,24,15,4,40.63528,-123.51299,0
synthetic negative random 299,2015,8,25,4,14,34.68197,-118.98789,0
synthetic negative random 300,2017,11,16,1,46,37.39187,-119.33022,0
synthetic negative random 301,2017,12,31,17,54,36.68566,-119.72957,0
synthetic negative random 302,2019,1,21,23,18,34.82567,-118.9141,0
synthetic negative random 303,2023,3,4,23,5,39.03445,-122.87855,0
synthetic negative random 304,2015,11,13,2,29,37.60919,-121.38765,0
synthetic negative random 305,2022,7,9,20,57,34.9211,-115.61885,0
synthetic negative random 306,2015,6,29,5,38,41.74902,-120.58918,0
synthetic negative random 307,2016,6,16,11,28,36.9959,-117.69798,0
synthetic negative random 308,2015,3,18,11,41,37.1945,-121.75654,0
synthetic negative random 309,2016,8,18,18,50,38.09186,-121.65293,0
synthetic negative random 310,2020,11,7,15,29,34.49294,-115.80984,0
synthetic negative random 311,2016,6,13,22,34,35.44917,-117.77217,0
synthetic negative random 312,2016,5,3,1,3,38.63452,-120.21569,0
synthetic negative random 313,2020,3,7,5,41,37.93128,-121.14544,0
synthetic negative random 314,2017,9,23,22,39,33.75797,-116.75982,0
synthetic negative random 315,2017,12,6,6,1,36.59728,-118.21443,0
synthetic negative random 316,2021,4,11,6,33,38.8173,-120.80887,0
synthetic negative random 317,2021,12,6,10,44,38.96665,-122.28026,0
synthetic negative random 318,2019,12,26,15,24,34.03492,-114.77394,0
synthetic negative random 319,2020,3,4,0,20,36.12158,-119.23785,0
synthetic negative random 320,2022,7,27,18,22,41.87717,-122.45425,0
synthetic negative random 321,2018,12,31,15,16,40.17265,-120.88608,0
synthetic negative random 322,2016,1,15,22,25,33.11691,-114.98344,0
synthetic negative random 323,2017,8,11,19,45,37.00248,-120.21096,0
synthetic negative random 324,2021,11,11,18,0,34.49783,-117.32049,0
synthetic negative random 325,2016,7,27,1,48,41.68218,-121.56779,0
synthetic negative random 326,2020,7,31,20,9,35.50298,-120.6827,0
synthetic negative random 327,2015,6,19,4,33,33.0851,-116.09897,0
synthetic negative random 328,2021,4,7,8,16,39.96836,-121.72175,0
synthetic negative random 329,2017,7,8,0,37,34.89014,-120.20473,0
synthetic negative random 330,2020,11,28,7,22,40.35511,-123.0468,0
synthetic negative random 331,2016,6,19,12,57,34.9254,-116.28014,0
synthetic negative random 332,2016,2,25,10,50,40.12815,-121.35748,0
synthetic negative random 333,2022,6,27,9,0,34.57539,-119.33772,0
synthetic negative random 334,2022,8,11,16,25,34.60803,-119.37827,0
synthetic negative random 335,2020,3,7,17,26,41.92387,-120.66833,0
synthetic negative random 336,2015,5,4,4,5,32.93436,-114.49165,0
synthetic negative random 337,2017,8,7,6,33,37.15034,-121.48049,0
synthetic negative random 338,2017,7,6,4,38,40.41326,-122.51705,0
synthetic negative random 339,2020,12,15,5,21,41.34674,-122.31688,0
synthetic negative random 340,2018,6,30,14,24,40.50437,-124.23794,0
synthetic negative random 341,2020,11,20,11,32,33.9202,-115.15023,0
synthetic negative random 342,2018,8,7,13,10,34.00849,-115.37857,0
synthetic negative random 343,2020,8,10,18,42,37.23016,-118.62019,0
synthetic negative random 344,2022,12,24,14,59,35.93964,-119.93929,0
synthetic negative random 345,2015,4,2,8,1,33.37786,-117.21014,0
synthetic negative random 346,2017,8,29,0,49,34.86109,-118.52088,0
synthetic negative random 347,2017,2,9,8,33,36.5409,-118.51937,0
synthetic negative random 348,2022,7,23,14,24,36.22616,-118.92184,0
synthetic negative random 349,2020,12,13,18,42,35.32966,-117.93733,0
synthetic negative random 350,2015,9,21,20,44,36.36563,-117.50965,0
synthetic negative random 351,2021,7,29,17,0,33.40948,-118.4546,0
synthetic negative random 352,2021,9,5,9,45,38.30574,-119.15292,0
synthetic negative random 353,2015,6,23,5,19,37.31612,-122.24379,0
synthetic negative random 354,2017,9,29,6,59,36.29761,-119.65647,0
synthetic negative random 355,2020,6,9,17,27,39.16242,-123.01392,0
synthetic negative random 356,2015,9,24,6,41,38.65457,-121.33761,0
synthetic negative random 357,2020,9,27,12,46,36.29073,-120.0741,0
synthetic negative random 358,2018,10,7,20,4,34.70335,-117.67484,0
synthetic negative random 359,2017,7,4,13,57,35.34941,-116.41777,0
synthetic negative random 360,2020,9,8,4,57,41.49772,-123.51957,0
synthetic negative random 361,2023,6,28,8,20,34.55744,-117.95656,0
synthetic negative random 362,2023,5,17,4,35,36.98503,-117.52331,0
synthetic negative random 363,2019,5,5,0,2,34.51094,-119.92303,0
synthetic negative random 364,2015,11,16,18,16,35.18642,-119.92007,0
synthetic negative random 365,2015,7,29,10,56,39.61288,-123.35056,0
synthetic negative random 366,2023,4,16,10,50,36.85709,-118.00376,0
synthetic negative random 367,2022,6,24,19,24,39.20919,-121.86376,0
synthetic negative random 368,2022,4,22,22,16,35.67671,-118.61241,0
synthetic negative random 369,2016,9,30,9,58,33.87353,-114.68473,0
synthetic negative random 370,2020,12,4,6,35,36.75548,-121.58755,0
synthetic negative random 371,2021,3,15,12,27,35.08755,-115.72694,0
synthetic negative random 372,2021,1,9,23,35,41.34026,-120.78394,0
synthetic negative random 373,2017,10,17,21,37,40.45327,-120.69755,0
synthetic negative random 374,2015,9,4,4,8,37.96237,-120.79351,0
synthetic negative random 375,2021,5,12,7,47,38.74834,-121.91363,0
synthetic negative random 376,2023,7,11,15,0,36.70827,-120.6801,0
synthetic negative random 377,2015,2,3,16,6,40.9759,-123.73148,0
synthetic negative random 378,2015,6,22,9,39,33.38982,-116.29335,0
synthetic negative random 379,2018,8,22,7,26,38.4215,-119.20753,0
synthetic negative random 380,2019,9,11,2,53,41.41377,-121.28841,0
synthetic negative random 381,2017,5,11,19,35,41.59313,-121.64778,0
synthetic negative random 382,2019,2,4,12,14,37.09963,-121.52355,0
synthetic negative random 383,2020,11,19,15,17,36.6706,-117.83136,0
synthetic negative random 384,2019,12,13,16,36,37.00151,-119.66125,0
synthetic negative random 385,2020,4,24,1,18,36.24735,-119.10026,0
synthetic negative random 386,2015,9,26,7,0,34.77171,-116.41515,0
synthetic negative random 387,2016,6,20,19,19,35.70852,-118.04636,0
synthetic negative random 388,2020,1,22,1,5,33.95675,-116.72728,0
synthetic negative random 389,2019,7,3,12,33,38.95443,-122.05506,0
synthetic negative random 390,2018,8,8,3,23,34.85613,-114.79878,0
synthetic negative random 391,2015,12,28,22,46,35.98473,-119.35313,0
synthetic negative random 392,2020,11,17,14,25,35.32897,-117.86804,0
synthetic negative random 393,2017,1,27,23,43,41.00446,-120.96658,0
synthetic negative random 394,2016,12,17,5,9,33.96351,-115.97181,0
synthetic negative random 395,2021,12,18,1,29,35.07193,-117.58268,0
synthetic negative random 396,2020,12,3,20,45,41.62833,-123.2653,0
synthetic negative random 397,2017,2,9,6,13,35.15713,-120.2233,0
synthetic negative random 398,2020,10,22,13,59,36.30912,-119.98984,0
synthetic negative random 399,2016,3,14,2,47,38.35153,-119.76267,0
synthetic negative random 400,2016,12,24,11,14,39.59112,-120.62868,0
synthetic negative random 401,2016,4,24,11,55,35.92965,-117.19413,0
synthetic negative random 402,2020,3,18,8,57,35.02576,-118.8528,0
synthetic negative random 403,2018,8,13,23,38,34.0024,-117.43802,0
synthetic negative random 404,2019,12,14,0,17,34.97113,-118.28414,0
synthetic negative random 405,2018,2,6,4,34,36.54543,-121.55086,0
synthetic negative random 406,2021,9,18,5,13,37.47218,-119.74905,0
synthetic negative random 407,2023,8,12,6,30,39.77971,-121.58451,0
synthetic negative random 408,2017,5,10,20,59,40.31083,-121.1071,0
synthetic negative random 409,2021,12,24,18,7,35.0772,-115.18803,0
synthetic negative random 410,2019,2,10,3,48,37.31301,-120.13105,0
synthetic negative random 411,2019,11,18,14,15,38.50563,-121.12996,0
synthetic negative random 412,2016,2,3,9,41,41.65618,-122.83651,0
synthetic negative random 413,2017,2,7,3,6,39.51376,-120.78427,0
synthetic negative random 414,2021,8,5,12,3,35.65532,-119.83929,0
synthetic negative random 415,2020,9,12,22,44,34.78345,-119.26034,0
synthetic negative random 416,2015,6,17,18,14,37.08985,-121.3915,0
synthetic negative random 417,2016,4,13,9,20,36.15896,-120.79696,0
synthetic negative random 418,2015,5,4,2,59,34.20951,-116.32764,0
synthetic negative random 419,2015,11,5,20,4,41.07193,-121.33706,0
synthetic negative random 420,2022,12,4,10,30,36.18549,-121.37616,0
synthetic negative random 421,2016,7,16,13,59,36.63516,-116.84917,0
synthetic negative random 422,2015,6,16,4,30,38.10122,-122.0988,0
synthetic negative random 423,2021,2,24,3,50,36.76494,-118.03217,0
synthetic negative random 424,2022,9,16,9,6,41.35338,-122.07003,0
synthetic negative random 425,2022,5,18,0,58,39.87231,-123.23776,0
synthetic negative random 426,2019,6,15,0,6,40.52748,-124.16387,0
synthetic negative random 427,2016,11,22,12,55,35.84804,-116.01351,0
synthetic negative random 428,2017,11,12,15,42,37.17015,-118.59647,0
synthetic negative random 429,2022,4,28,13,43,39.18307,-121.70822,0
synthetic negative random 430,2022,9,2,3,22,34.45017,-115.52154,0
synthetic negative random 431,2016,12,9,18,18,34.16803,-115.22646,0
synthetic negative random 432,2018,10,5,9,48,36.07684,-116.6506,0
synthetic negative random 433,2022,5,27,18,52,41.80382,-120.5221,0
synthetic negative random 434,2023,3,29,5,35,38.6052,-119.9349,0
synthetic negative random 435,2017,2,4,22,58,41.39677,-121.33512,0
synthetic negative random 436,2019,11,4,16,39,36.84695,-117.54492,0
synthetic negative random 437,2015,6,28,1,5,38.91624,-121.06791,0
synthetic negative random 438,2017,4,6,0,3,37.89925,-120.63823,0
synthetic negative random 439,2018,3,2,2,10,41.79263,-122.97327,0
synthetic negative random 440,2017,1,21,7,37,33.78789,-116.70314,0
synthetic negative random 441,2018,3,20,0,52,41.05983,-123.80163,0
synthetic negative random 442,2021,10,9,5,45,34.868,-117.98517,0
synthetic negative random 443,2018,6,7,23,3,36.58917,-120.40601,0
synthetic negative random 444,2019,11,22,15,25,40.76651,-121.37961,0
synthetic negative random 445,2018,10,14,15,10,33.06011,-115.66439,0
synthetic negative random 446,2021,9,5,23,26,41.28464,-120.34681,0
synthetic negative random 447,2017,9,10,7,22,32.94727,-116.57746,0
synthetic negative random 448,2019,3,6,20,59,37.16234,-118.12257,0
synthetic negative random 449,2019,2,10,20,4,41.03148,-120.93088,0
synthetic negative random 450,2020,7,9,18,6,35.09094,-115.29989,0
synthetic negative random 451,2020,2,14,11,26,33.88398,-116.18788,0
synthetic negative random 452,2018,8,28,16,42,34.2584,-115.37039,0
synthetic negative random 453,2018,5,7,10,17,38.52342,-121.05224,0
synthetic negative random 454,2022,1,3,15,45,40.80064,-123.97684,0
synthetic negative random 455,2022,5,8,2,1,38.6532,-123.01864,0
synthetic negative random 456,2020,11,8,9,46,36.84279,-118.02542,0
synthetic negative random 457,2019,10,27,9,6,39.39203,-123.18775,0
synthetic negative random 458,2023,1,3,16,0,38.38921,-122.78208,0
synthetic negative random 459,2021,1,4,23,15,35.78796,-119.7365,0
synthetic negative random 460,2018,3,27,11,11,37.284,-119.23914,0
synthetic negative random 461,2016,8,18,5,1,39.72674,-122.16252,0
synthetic negative random 462,2022,11,27,0,49,40.74387,-123.26841,0
synthetic negative random 463,2021,10,11,10,23,41.91654,-120.33578,0
synthetic negative random 464,2022,12,26,4,17,37.68319,-121.48849,0
synthetic negative random 465,2018,4,7,13,5,33.84548,-115.62391,0
synthetic negative random 466,2019,9,30,2,51,41.70389,-120.50058,0
synthetic negative random 467,2020,5,7,22,51,34.54927,-119.44171,0
synthetic negative random 468,2018,10,27,4,48,34.66838,-115.39184,0
synthetic negative random 469,2016,3,16,12,42,35.56689,-116.73849,0
synthetic negative random 470,2018,5,24,7,48,36.22828,-117.00214,0
synthetic negative random 471,2019,3,6,13,8,40.21061,-123.4891,0
synthetic negative random 472,2021,3,27,17,5,35.15352,-118.98897,0
synthetic negative random 473,2021,12,25,9,41,33.3981,-116.57712,0
synthetic negative random 474,2019,12,6,8,25,40.30259,-123.99513,0
synthetic negative random 475,2020,2,3,12,7,41.20702,-123.65646,0
synthetic negative random 476,2016,10,28,18,44,34.41502,-119.32937,0
synthetic negative random 477,2020,3,28,10,13,35.54612,-118.23864,0
synthetic negative random 478,2020,4,10,12,51,38.13778,-122.49363,0
synthetic negative random 479,2019,12,17,13,11,33.20487,-115.39877,0
synthetic negative random 480,2019,12,9,22,40,39.53369,-120.45962,0
synthetic negative random 481,2018,4,30,18,33,41.15584,-123.62798,0
synthetic negative random 482,2016,1,28,8,56,40.21337,-123.73422,0
synthetic negative random 483,2017,7,23,10,50,38.29315,-120.40622,0
synthetic negative random 484,2019,10,23,22,50,37.66808,-118.34613,0
synthetic negative random 485,2019,9,28,7,13,34.2946,-118.0942,0
synthetic negative random 486,2021,7,23,1,59,36.24207,-121.50964,0
synthetic negative random 487,2019,11,9,20,23,34.33078,-117.85015,0
synthetic negative random 488,2020,6,28,18,35,35.06313,-117.64432,0
synthetic negative random 489,2015,4,16,8,58,37.79679,-119.54803,0
synthetic negative random 490,2018,12,1,12,57,35.61819,-118.45545,0
synthetic negative random 491,2017,12,26,9,3,34.75087,-119.83741,0
synthetic negative random 492,2015,7,18,5,26,35.42416,-118.4028,0
synthetic negative random 493,2020,4,2,22,27,34.72903,-114.84924,0
synthetic negative random 494,2019,10,9,23,39,33.63324,-116.31676,0
synthetic negative random 495,2023,9,14,23,5,38.99337,-120.94071,0
synthetic negative random 496,2017,12,28,11,30,37.03622,-120.30086,0
synthetic negative random 497,2016,4,8,1,22,35.12679,-115.61933,0
synthetic negative random 498,2019,7,25,11,34,41.81762,-121.48115,0
synthetic negative random 499,2020,8,24,1,14,36.55024,-118.22262,0
